N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.003,500,1.3363951677860841,1.3181836745314324,0.22724456324290965,1.1776892940138246,1.4762271846106185,0.2985378905967939,0.7377525413870305,1.9238807455907079,500
