centre_number,orbit_index,radius,count_excluding_self,mass,log_radius,log_mass
0,75,0.001,3,3e-05,-6.907755278982137,-10.41431317630212
0,75,0.001310226931162212,8,8e-05,-6.637554926876824,-9.433483923290392
0,75,0.0017166946111427477,11,0.00011,-6.367354574771512,-9.115030192171858
0,75,0.0022492595121002693,15,0.00015,-6.097154222666199,-8.804875263868018
0,75,0.00294704038792655,32,0.00032,-5.826953870560886,-8.047189562170502
0,75,0.003861291683484094,57,0.00057,-5.556753518455574,-7.469874197135678
0,75,0.005059168352773535,83,0.00083,-5.286553166350261,-7.09408485717363
0,75,0.006628658625087453,141,0.00141,-5.016352814244948,-6.56416557459206
0,75,0.008685047048070261,211,0.00211,-4.746152462139635,-6.161067331494162
0,75,0.011379382540792526,399,0.00399,-4.4759521100343225,-5.523964048080365
0,75,0.014909573464943445,726,0.00726,-4.20575175792901,-4.925375450145433
0,75,0.019534924685910386,1079,0.01079,-3.9355514058236976,-4.529135499712094
0,75,0.025595184421705306,1528,0.01528,-3.6653510537183847,-4.1812104952437625
0,75,0.033535499937381794,2131,0.02131,-3.395150701613072,-3.8485788328716115
0,75,0.04393911516794628,2833,0.02833,-3.1249503495077597,-3.563833965139712
0,75,0.05757021202448125,3575,0.03575,-2.854749997402447,-3.3312050098421206
0,75,0.07543004222719395,4549,0.04549,-2.584549645297134,-3.0902627574002244
0,75,0.09883047274477239,6180,0.0618,-2.3143492931918215,-2.783851914518492
0,75,0.12949034700969375,10681,0.10681,-2.0441489410865086,-2.2367037238805327
0,75,0.16966173997764095,14225,0.14225,-1.7739485889811957,-1.9501692059756968
0,75,0.2222953809065457,17514,0.17514,-1.5037482368758828,-1.7421696248880587
0,75,0.291257394736718,20964,0.20964,-1.233547884770571,-1.5623635050481717
0,75,0.3816132824841911,25154,0.25154,-0.9633475326652582,-1.3801532563631276
0,75,0.5,32226,0.32226,-0.6931471805599453,-1.132396605836714
1,252,0.001,1,1e-05,-6.907755278982137,-11.512925464970229
1,252,0.001310226931162212,6,6e-05,-6.637554926876824,-9.721165995742174
1,252,0.0017166946111427477,11,0.00011,-6.367354574771512,-9.115030192171858
1,252,0.0022492595121002693,13,0.00013,-6.097154222666199,-8.947976107508692
1,252,0.00294704038792655,26,0.00026,-5.826953870560886,-8.254828926948747
1,252,0.003861291683484094,41,0.00041,-5.556753518455574,-7.799353398265921
1,252,0.005059168352773535,61,0.00061,-5.286553166350261,-7.402051600796917
1,252,0.006628658625087453,91,0.00091,-5.016352814244948,-7.002065958453378
1,252,0.008685047048070261,118,0.00118,-4.746152462139635,-6.7422408405045635
1,252,0.011379382540792526,161,0.00161,-4.4759521100343225,-6.4315210999857655
1,252,0.014909573464943445,223,0.00223,-4.20575175792901,-6.10575369351011
1,252,0.019534924685910386,331,0.00331,-3.9355514058236976,-5.710807089593166
1,252,0.025595184421705306,557,0.00557,-3.6653510537183847,-5.190360225042944
1,252,0.033535499937381794,1022,0.01022,-3.395150701613072,-4.583408694206579
1,252,0.04393911516794628,1546,0.01546,-3.1249503495077597,-4.169499235822861
1,252,0.05757021202448125,2225,0.02225,-2.854749997402447,-3.805413270369888
1,252,0.07543004222719395,3004,0.03004,-2.584549645297134,-3.505225452086203
1,252,0.09883047274477239,3967,0.03967,-2.3143492931918215,-3.2271600444558985
1,252,0.12949034700969375,5079,0.05079,-2.0441489410865086,-2.9800557941689836
1,252,0.16966173997764095,6587,0.06587,-1.7739485889811957,-2.7200721763295355
