x,y
1.2333683290340889,-0.06064304085326292
-1.1903194499433394,0.3700104987102267
-0.6135940513685527,-0.3570958349830018
0.11580744119217445,-0.18407821541056582
0.7971458757797637,0.034742232357652336
0.1451240661758913,0.2391437627339291
1.2096583703171349,0.043537219852767386
-1.0050455021768616,0.36289751109514046
-0.051265534929175294,-0.30151365065305846
0.6948069322467373,-0.015379660478752588
0.3087609971838764,0.20844207967402117
1.0749753849392467,0.09262829915516292
-0.5251726103602311,0.322492615481774
0.9363638365401632,-0.15755178310806933
-0.385039911240368,0.28090915096204894
1.0733511244148624,-0.1155119733721104
-0.7284276641678193,0.3220053373244587
0.5791557306294791,-0.2185282992503458
0.3118817963003021,0.17374671918884374
1.0375683623799394,0.09356453889009063
-0.41360281036641433,0.3112705087139818
1.0717763100737874,-0.12408084310992429
-0.7322670854794606,0.3215328930221362
0.5708317747549192,-0.21968012564383818
0.3241313932583707,0.17124953242647575
1.0241639082926182,0.0972394179775112
-0.3712369774913832,0.30724917248778544
1.1143055216480726,-0.11137109324741495
-0.8497186070529514,0.3342916564944218
0.32346126085361065,-0.25491558211588544
0.5986063557019039,0.09703837825608319
0.5953769815346832,0.17958190671057117
0.6833186565126804,0.17861309446040496
0.5249189535867926,0.20499559695380412
0.8192397259852894,0.1574756860760378
0.21786046599060493,0.2457719177955868
1.179323462097286,0.06535813979718148
-0.8817672197571983,0.35379703862918577
0.2652782368555109,-0.2645301659271595
0.6369482739440046,0.07958347105665327
0.511599125904308,0.19108448218320137
0.8246573503067287,0.1534797377712924
0.20139609419041202,0.2473972050920186
1.190612663634804,0.0604188282571236
-0.9241630924734643,0.3571837990904412
0.1614754090042776,-0.2772489277420393
0.6862470414596225,0.04844262270128328
0.3891336200243647,0.20587411243788672
0.9938791485113134,0.1167400860073094
-0.2661739805764933,0.298163744553394
1.1989757214430843,-0.07985219417294798
-1.0924120870268983,0.3596927164329253
-0.31101711860252373,-0.3277236261080695
0.5368520666025877,-0.09330513558075712
0.503200666437586,0.1610556199807763
0.8065603449962534,0.1509601999312758
0.24020477376261046,0.241968103498876
1.1611904368251904,0.07206143212878313
-0.8156470906752038,0.3483571310475571
0.41696488390986347,-0.24469412720256112
0.5119022726178866,0.12508946517295905
0.7582279537770591,0.15357068178536595
0.3486971999408416,0.2274683861331177
1.057242753987901,0.10460915998225247
-0.46025797722163736,0.31717282619637027
1.0206004583617556,-0.1380773931664912
-0.5963528070180071,0.3061801375085267
0.8082887988949679,-0.1789058421054021
-0.09356893749209977,0.24248663966849035
1.2302294351797296,-0.02807068124762993
-1.1469209297033207,0.36906883055391887
-0.47252983603422233,-0.3440762789109962
0.34332549676946317,-0.14175895081026668
0.6932196937649352,0.10299764903083895
0.4302226876778682,0.20796590812948054
0.9488377227396046,0.12906680630336045
-0.13134342742779,0.2846513168218814
1.2604997825220106,-0.039403028228337
-1.2638066106615873,0.37814993475660313
