N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.005,500,1.4209207237889434,1.4053564910127223,0.2020417898456019,1.281239939696077,1.5318178846625592,0.2505779449664822,0.9324868402554272,1.9002065494652476,500
