N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.0005,500,1.2760926562186066,1.268420216988348,0.21961920598125517,1.12550841909508,1.4135252592541898,0.2880168401591099,0.7494332987784968,1.825464844838893,500
