N,sigma,estimator,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,standard_error,confidence_level,bootstrap_samples,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,knn_min_count,knn_max_count,knn_min_mass,knn_max_mass,knn_min_exponent,knn_max_exponent,requested_centres
100000,0.0,knn,500,1.2499663367364875,1.2207938192870422,0.21401883614907488,1.1152117192352864,1.372847498898944,0.2576357796636577,0.7385065345190552,1.7441842294582879,0.009571213321894414,0.95,1000,1.2321589306549794,1.2687929116967818,1.1983866974592,1.242203333180379,18,3162,0.00018,0.03162,0.25,0.7,500
