centre_number,orbit_index,x,y,local_dimension,intercept,r_squared,fit_points,min_fit_count,max_fit_count,estimator,fit_min_radius,fit_max_radius,fit_min_mass,fit_max_mass
0,74,0.4302226876778682,0.20796590812948054,1.2780319488979666,0.2471675054708021,0.9917695818074346,18,18,3162,knn,0.0008493291667092968,0.050847497057226715,0.00018,0.03162
1,113,1.069211391277272,0.09396374307510369,1.2285904889713113,0.9725946145858567,0.989438370658679,18,18,3162,knn,0.00032977997400297337,0.036250977648888155,0.00018,0.03162
2,121,1.1968845579932177,-0.06310798548514296,1.3126716431768526,0.08654880959995052,0.9813450257769678,18,18,3162,knn,0.001100019918286347,0.05996578279472654,0.00018,0.03162
3,293,-0.6914485786277038,-0.3642543800591074,1.018168929833605,-2.0971288981331395,0.9952159277831238,18,18,3162,knn,0.0015146527986749142,0.20125573230585153,0.00018,0.03162
4,336,-0.7380139736431371,0.3230729948173671,1.178862891641379,-0.8827275976808934,0.9950667602667098,18,18,3162,knn,0.001304431531287326,0.11218500274016142,0.00018,0.03162
5,408,0.9163709933456514,-0.15653449547841805,1.447715033922726,0.6194517397830515,0.8789241735663588,18,18,3162,knn,0.002206541707771042,0.09511213057745986,0.00018,0.03162
6,448,-0.44568299462912286,-0.26166362090647566,1.204088054596641,-1.5638539443114,0.9620804588314625,18,18,3162,knn,0.0017260000956115203,0.13654060491340791,0.00018,0.03162
7,487,0.7627265973227032,0.1659968095858002,1.2529105043410507,-0.0678715948749975,0.9934293974173405,18,18,3162,knn,0.0014665402185247817,0.07586919113206957,0.00018,0.03162
8,792,-0.8615263576050468,0.3366302387460072,1.061012107275505,-0.9637654138860557,0.9937222080489088,18,18,3162,knn,0.0008961728449553835,0.09680915075933202,0.00018,0.03162
9,955,-1.03711045416874,0.355585665879958,1.4695650080321192,0.6239080104149144,0.9855197290054113,18,18,3162,knn,0.0018504508905184654,0.07988809266884421,0.00018,0.03162
10,1088,0.6325671454447322,0.12464561276038608,1.2822878726143285,-0.2816351703022433,0.9896042193711564,18,18,3162,knn,0.001429836140986461,0.062310874309297,0.00018,0.03162
11,1267,1.272584120461193,-0.01653920228518659,1.0383174957460086,-0.24832724225820138,0.9957094512452572,18,18,3162,knn,0.0003940126962013853,0.047617957497392845,0.00018,0.03162
12,1546,0.49248945900395635,0.16378774981655297,1.3521332950970189,-0.10084169335487471,0.9679718404508141,18,18,3162,knn,0.0012893341148097017,0.05661537113407292,0.00018,0.03162
13,1806,-1.0085107593071576,0.36375120737761707,1.2454847028510212,-0.22116646526492112,0.9974625440895694,18,18,3162,knn,0.0012720121677384383,0.08320412139859099,0.00018,0.03162
14,2759,1.2366109358163344,-0.0588931290452018,1.0725318403114967,-0.4795594151794378,0.9915851566561638,18,18,3162,knn,0.0005655912240433142,0.05116558987572108,0.00018,0.03162
15,2912,0.1810843909144896,0.24996187955063048,1.1912648796308127,-0.698039671423197,0.9904589519799862,18,18,3162,knn,0.0011365460195951874,0.08266606582631335,0.00018,0.03162
16,3171,-0.43924671613040656,0.31495569093844117,1.151224996873077,-0.6279434183127973,0.9946331944865805,18,18,3162,knn,0.0008680360207619495,0.07560379287176915,0.00018,0.03162
17,3557,-1.0151535629861834,0.35172404754590775,1.3940099189238664,0.23112820381380028,0.9899660912376729,18,18,3162,knn,0.0018068993551612182,0.08299081319320986,0.00018,0.03162
18,4110,0.0033309369779236098,0.2273988652558756,1.2200420366736127,-1.2070572268169075,0.9600184612273912,18,18,3162,knn,0.001444355552571173,0.11214077661715766,0.00018,0.03162
19,4141,-0.34455963791120103,0.27647331442306633,1.1321411838028108,-0.7266697233147517,0.9942375539931514,18,18,3162,knn,0.000909704175323936,0.08134359207811079,0.00018,0.03162
20,4396,0.5435676669713438,-0.09096761338729326,1.099263446280263,-1.3911057513611076,0.9943985318108889,18,18,3162,knn,0.0015613917430667226,0.13316510096281306,0.00018,0.03162
21,4447,0.9159792940176962,0.13610252645308454,1.3755515755032757,0.7365609409345376,0.990971635989996,18,18,3162,knn,0.0013455286244448905,0.05871919430423288,0.00018,0.03162
22,4500,1.1907710270607952,-0.06660813346857954,1.416228772022876,0.4264362356720119,0.9848249373287358,18,18,3162,knn,0.0013962494678962864,0.06191906807428346,0.00018,0.03162
23,4585,-0.7545672852564114,0.3432546187218441,1.275223283762604,-0.6329634075191832,0.9874582821460769,18,18,3162,knn,0.0017907822158483835,0.10968095879205295,0.00018,0.03162
24,4804,-0.435182638009062,-0.2604146564390733,1.108012865691832,-1.8236768702628703,0.9619869812671236,18,18,3162,knn,0.0017427395427036805,0.1406447609925063,0.00018,0.03162
