centre_number,orbit_index,x,y,local_dimension,intercept,r_squared,fit_points,min_fit_count,max_fit_count
0,74,0.4302226876778682,0.20796590812948054,1.361707286135262,0.579840127393275,0.9926273659654254,14,80.0,7245.0
1,113,1.069211391277272,0.09396374307510369,0.944463104239289,-0.3401416634822604,0.9730981876576448,14,228.0,6545.0
2,121,1.1968845579932177,-0.06310798548514296,1.4282306493820704,0.5467188940667638,0.9835850506019689,14,56.0,6694.0
3,293,-0.6914485786277038,-0.3642543800591074,0.976097154867974,-2.3237872980228835,0.9990576959763673,14,34.0,1025.0
4,336,-0.7380139736431371,0.3230729948173671,1.2227703594671804,-0.7256158285599587,0.9944512422637475,14,42.0,2706.0
5,408,0.9163709933456514,-0.15653449547841805,1.3976618269402743,0.3877969524788241,0.879519037429848,14,22.0,3261.0
6,448,-0.44568299462912286,-0.26166362090647566,1.1694881977426104,-1.8253882201155671,0.9737575966688152,14,23.0,2055.0
7,487,0.7627265973227032,0.1659968095858002,1.2179016666830347,-0.19628331987784786,0.9978829754695555,14,70.0,5237.0
8,792,-0.8615263576050468,0.3366302387460072,1.0782052010944456,-0.9098424577997861,0.9939585211496201,14,88.0,3237.0
9,955,-1.03711045416874,0.355585665879958,1.4154785455766783,0.36622256976932094,0.981133945706225,14,38.0,3971.0
10,1088,0.6325671454447322,0.12464561276038608,1.4253067132100474,0.35072784781277583,0.9798911875900769,14,46.0,7371.0
11,1267,1.272584120461193,-0.01653920228518659,0.9776330021176952,-0.49174805166383373,0.9987702828203133,14,206.0,6637.0
12,1546,0.49248945900395635,0.16378774981655297,1.5540779398022966,0.7247281458156856,0.9794877436692168,14,33.0,6867.0
13,1806,-1.0085107593071576,0.36375120737761707,1.2049560803446988,-0.3854740705195506,0.9967023499576139,14,62.0,3749.0
14,2759,1.2366109358163344,-0.0588931290452018,1.2276737705363232,0.15626250948560633,0.99788728923923,14,97.0,7024.0
15,2912,0.1810843909144896,0.24996187955063048,1.2901131848576615,-0.33931915919671124,0.9946033734420522,14,47.0,3677.0
16,3171,-0.43924671613040656,0.31495569093844117,1.2022762017431632,-0.4265859301384545,0.9916804496804934,14,67.0,4373.0
17,3557,-1.0151535629861834,0.35172404754590775,1.3963404485573545,0.2025742679616896,0.9878254017355677,14,39.0,3789.0
18,4110,0.0033309369779236098,0.2273988652558756,1.301891900794835,-0.9537368668711915,0.9695702230735467,14,26.0,2578.0
19,4141,-0.34455963791120103,0.27647331442306633,1.1902221962957291,-0.5106472007749931,0.9929000200825668,14,63.0,3811.0
20,4396,0.5435676669713438,-0.09096761338729326,1.0870546700949448,-1.4625799379404438,0.9920177665518255,14,48.0,2111.0
21,4447,0.9159792940176962,0.13610252645308454,1.2195283370982888,0.0612681407733997,0.9925339667869718,14,76.0,5302.0
22,4500,1.1907710270607952,-0.06660813346857954,1.4973587796002146,0.7238804555014409,0.9882419632227091,14,41.0,6269.0
23,4585,-0.7545672852564114,0.3432546187218441,1.3223464328009922,-0.4556622610783993,0.9877859913345756,14,36.0,2779.0
24,4804,-0.435182638009062,-0.2604146564390733,1.023320385251755,-2.2911862536142094,0.9534587350754002,14,30.0,2044.0
