N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.0,500,1.23941127749533,1.2425910930317206,0.22794390379144056,1.0879924462728012,1.3845270797081854,0.2965346334353842,0.6456169197030788,1.81673987300543,500
