N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.004,500,1.3719457562661321,1.356620122742787,0.21191499121668775,1.2301361233469794,1.4987655269289109,0.26862940358193144,0.8542442753060284,1.8952035864387102,500
