centre_number,orbit_index,x,y,local_dimension,intercept,r_squared,fit_points,min_fit_count,max_fit_count,estimator,fit_min_radius,fit_max_radius,fit_min_mass,fit_max_mass
30,58874,-1.0848419052450473,0.36685616289165435,1.3978520770450105,0.4419022627735841,0.9871031574118584,18,32,15849,knn,0.00032900413702439745,0.035963924222243905,3.2e-05,0.015849
31,59597,0.7019829319562778,0.0993897977325492,1.4203518215660464,0.11273688074861359,0.9766886944021614,18,32,15849,knn,0.0004772204085707456,0.04973937244705293,3.2e-05,0.015849
32,59770,1.1823409031665268,-0.08701629711086951,1.125964602638332,-0.49927125266312633,0.9913975453940592,18,32,15849,knn,0.00023642797793944271,0.03723168192500307,3.2e-05,0.015849
33,60061,0.6893969882331226,0.1651967449751488,1.4042834318335442,0.15732363539650895,0.9786964012848332,18,32,15849,knn,0.0003598673467415786,0.040838678328515864,3.2e-05,0.015849
34,65267,-0.9098234629895059,0.3550811506701474,1.4215077753531888,0.32963827770675175,0.9866239880298225,18,32,15849,knn,0.0007331195393125817,0.04721492888522921,3.2e-05,0.015849
35,65779,0.6806271801047223,0.054662676675485584,1.1611664738696186,-0.4683203014324977,0.995400249977131,18,32,15849,knn,0.00019465804386551954,0.04553458291396439,3.2e-05,0.015849
36,67874,0.07247893624053281,0.2624081904011781,1.1371888123022182,-1.070936730492037,0.9958180197736433,18,32,15849,knn,0.0003450463034622761,0.05552137154798632,3.2e-05,0.015849
37,69944,1.1090586805997196,-0.10379844229290627,1.199740520469338,-0.06730299035420324,0.9939111321351787,18,32,15849,knn,0.0002295981495572123,0.03199803060482738,3.2e-05,0.015849
38,73196,1.1858633367836227,0.06185452642693494,1.2998258477194913,0.3173480973165306,0.9944233463931154,18,32,15849,knn,0.00032466683998958075,0.03173215254895877,3.2e-05,0.015849
39,74011,0.4610859058410685,-0.1335214377632078,1.2471551408052481,-1.2776275672133124,0.9787813846239017,18,32,15849,knn,0.0005876241117087436,0.08475360658728254,3.2e-05,0.015849
40,75899,1.1039795383707718,0.08801511911218618,1.5062414943746354,1.0971127380290435,0.9898058855714725,18,32,15849,knn,0.0004152847798097329,0.026682362071766018,3.2e-05,0.015849
41,77541,1.0194093743425823,0.10657795844330525,1.2745240111689111,0.45432970258338873,0.9789865299787839,18,32,15849,knn,0.00013370537636679455,0.022986341299009935,3.2e-05,0.015849
42,78662,0.47626667431551223,-0.13014040140679667,1.266536393078005,-1.2190700308646005,0.9811633891394975,18,32,15849,knn,0.0006308198579874048,0.08592247100761387,3.2e-05,0.015849
43,80595,0.4788268347585256,0.19546558818093085,1.3133849574037273,-0.056093309789748934,0.9819458061415323,18,32,15849,knn,0.00030793200565304993,0.03312772602873267,3.2e-05,0.015849
44,81441,-0.7585886472801825,0.32535590671529785,1.2481894670537095,-0.6002192135590749,0.9960058775332619,18,32,15849,knn,0.0004491280698003322,0.058604278411734434,3.2e-05,0.015849
45,81456,1.174442806572329,0.0673256838494637,1.23240481971384,-0.1025916594111312,0.9976365643054942,18,32,15849,knn,0.0002660752714703936,0.03447473809645199,3.2e-05,0.015849
46,85502,0.6740232771767289,0.05817156915493532,1.2357764832759406,-0.23693665756370916,0.988620762558675,18,32,15849,knn,0.0003148290584058625,0.04612318823784267,3.2e-05,0.015849
47,89001,-0.6100025379918264,0.3077608280013318,1.1880804583844777,-0.909800029654243,0.9949625480027481,18,32,15849,knn,0.0003849695221154058,0.05946205389704647,3.2e-05,0.015849
48,89340,1.2668419954890138,0.008048063412270809,1.252516682174662,0.5206317893058657,0.990412650510907,18,32,15849,knn,0.00023722799778645254,0.029941465299080167,3.2e-05,0.015849
49,92237,1.2318042348284366,-0.012635525537609462,1.149556643186969,-0.5576124578249707,0.9890098409318414,18,32,15849,knn,0.0002329643166458748,0.03947572545036164,3.2e-05,0.015849
50,94357,-0.7185670372460451,-0.36672272270549455,1.0273303381667394,-1.9859379032675049,0.9947229006544669,18,32,15849,knn,0.0004136050890206089,0.1342255208362476,3.2e-05,0.015849
51,101613,-0.2643799715027709,-0.32295868509552894,1.1321159834769243,-1.5451207936289295,0.9962292000666727,18,32,15849,knn,0.00048761153730706553,0.0912658104431076,3.2e-05,0.015849
52,104683,1.0781317071756564,0.09572119066735957,1.6216476569068932,2.777720631318382,0.9168813832522915,18,32,15849,knn,0.00020749487870976732,0.014517826371469696,3.2e-05,0.015849
53,105677,-0.5168468058844484,-0.26998485359778496,1.0289126297868791,-1.8803524123965147,0.9985549758777938,18,32,15849,knn,0.000277105418023233,0.08891259078741295,3.2e-05,0.015849
54,112002,0.68803881175112,-0.2006711727870533,1.1860715817714085,-1.3543052390346255,0.9956540247864547,18,32,15849,knn,0.0004852958296730535,0.10819742915066738,3.2e-05,0.015849
55,112849,1.1092240111604081,-0.11316232190764237,1.221814853606514,0.007738796188591739,0.9953014974745804,18,32,15849,knn,0.00024053100553498089,0.032407167674169166,3.2e-05,0.015849
56,114250,0.4531821702532645,0.20419320237988084,1.516052570315585,1.2301899337242925,0.9818909953763468,18,32,15849,knn,0.0007490778468155003,0.03155553897218237,3.2e-05,0.015849
57,114578,0.9188549070971161,-0.16131227703653336,1.0777119431030566,-0.3182133738233244,0.9967469692412393,18,32,15849,knn,0.0001096193272831564,0.03794301575930946,3.2e-05,0.015849
58,115827,0.3050944816494159,0.17454823797771601,1.3124668626534826,-0.6925485320690735,0.9718472552880582,18,32,15849,knn,0.0006810632568719522,0.03849420081266047,3.2e-05,0.015849
59,115861,-0.5381603745694366,-0.2724438862949279,0.8956960008852621,-2.1702316682321623,0.9975041910986274,18,32,15849,knn,0.00012605908305443836,0.09660960703109998,3.2e-05,0.015849
60,121163,-0.4768101575249745,0.31801485745241465,1.1377752979441071,-0.5650827187476183,0.9966540952854256,18,32,15849,knn,0.00023126398826227434,0.03918408265190577,3.2e-05,0.015849
61,121646,0.8590727563384922,-0.16879935742459193,1.1752838847062048,-1.0325304627527634,0.9937041261994779,18,32,15849,knn,0.0003075168882623053,0.0618832967908134,3.2e-05,0.015849
62,123475,-0.7643475431018132,0.3250312308475421,1.247892573763222,-0.5804473089115761,0.9920863754940042,18,32,15849,knn,0.0004551558310341769,0.057961147073500766,3.2e-05,0.015849
63,123793,0.3370792010471374,-0.2552183108868864,1.1808085010128864,-1.1738530575035178,0.9877046856215876,18,32,15849,knn,0.00039887600479935204,0.09564264781576998,3.2e-05,0.015849
64,124082,0.3056977847837532,0.20993738393375247,1.1411456156920352,0.8321705411456565,0.9704186604619206,18,32,15849,knn,9.296756815063455e-05,0.022494408281785384,3.2e-05,0.015849
65,129509,1.2522233451375187,-0.04704393407297811,1.2730550160121645,0.554838241278703,0.9842677902716948,18,32,15849,knn,0.00025876311871893953,0.02937295973439699,3.2e-05,0.015849
66,132556,0.4189027044860578,0.18136071252591154,1.243455001383498,-0.5339686635053957,0.9850248075990242,18,32,15849,knn,0.00030811848150429577,0.034966213134176215,3.2e-05,0.015849
67,132972,0.682560741187464,-0.028361306548965824,1.2084327405748274,-0.26813294570636853,0.9867745762462615,18,32,15849,knn,0.00028569481904291386,0.04529581959781864,3.2e-05,0.015849
68,134002,0.4397255482759152,0.20016025744378077,1.312695590886919,0.08844250751066424,0.9791585399865929,18,32,15849,knn,0.0003004101122850515,0.02994441377620202,3.2e-05,0.015849
69,135040,-0.5022608505628072,0.29517823753998884,1.2426168153952986,-0.6209136743730455,0.9863130399233305,18,32,15849,knn,0.0003856092171057245,0.03960268189843081,3.2e-05,0.015849
70,138583,-0.4285932179136269,0.2862904051737444,1.1273598338950284,-1.051354192894685,0.9905225381938699,18,32,15849,knn,0.0002466881432417628,0.04499096085311489,3.2e-05,0.015849
71,143265,0.35050732972309895,0.21699010569628494,1.650226112954189,1.4831830518438722,0.9672490202579394,18,32,15849,knn,0.0006352843283389154,0.025550316025456363,3.2e-05,0.015849
72,143925,-0.38590129260742445,-0.25447250558524603,1.037458907726476,-2.324053588465003,0.9881036957571032,18,32,15849,knn,0.00035880350297877206,0.09862400368270935,3.2e-05,0.015849
73,145068,0.8278043314717024,-0.17509859297884833,1.152373232306264,-1.2280330099869161,0.9974038090166919,18,32,15849,knn,0.00035287465110256784,0.08006339974473296,3.2e-05,0.015849
74,145586,0.043533703211182245,0.26433129447713527,1.304197600367802,-0.4668740542556094,0.9757974820948612,18,32,15849,knn,0.0007896100757199059,0.06509170121809271,3.2e-05,0.015849
75,147506,0.2129727478834253,0.1922993260769386,1.2583490414768106,-1.1612176783415293,0.9891138891062208,18,32,15849,knn,0.0006729484043206109,0.06156976117097776,3.2e-05,0.015849
76,147671,-1.097067694093595,0.3622855246517064,1.3640960643823001,0.40420561737410543,0.9907768689732448,18,32,15849,knn,0.0003121245759286896,0.03716845107368203,3.2e-05,0.015849
77,147768,0.7140797770447881,0.16686488755659437,1.3995264963522978,0.36037526376664514,0.9794568834175714,18,32,15849,knn,0.0003607423103212081,0.039459655821425424,3.2e-05,0.015849
78,151457,0.7099678127684432,0.16754955652384287,1.4828394821645776,0.733587797521739,0.9853770277237212,18,32,15849,knn,0.000431039233138802,0.039797451423677715,3.2e-05,0.015849
79,151954,0.9883967867055754,0.11965595899581886,1.6210546771645589,2.060997650644494,0.9877749499192845,18,32,15849,knn,0.00038059269089489,0.025133157424259263,3.2e-05,0.015849
80,152063,0.5755988611131151,0.18735863867038627,1.5558803859878771,1.0894502955623742,0.9906755788139338,18,32,15849,knn,0.000808557846848294,0.038604208165043244,3.2e-05,0.015849
81,158012,-0.3983292348103081,-0.33646632207958643,1.119055649926864,-1.3470847642625157,0.9935691631982722,18,32,15849,knn,0.0003837585606007237,0.08173318563289242,3.2e-05,0.015849
82,158032,-0.7369819420869288,-0.36885461872612985,1.0370050844025118,-1.9519326747543437,0.9927152149992355,18,32,15849,knn,0.00047345287410121493,0.12752156330328931,3.2e-05,0.015849
83,162877,0.39975100631541793,0.18580343603539895,0.7809902482669033,-2.026930903051399,0.9881742516445251,18,32,15849,knn,2.337692221053133e-05,0.03347540314101269,3.2e-05,0.015849
84,164012,-0.30590756384779927,0.2715080441058667,1.2238161420293618,-0.4597509251091456,0.9793473496920289,18,32,15849,knn,0.0004736423589697836,0.04445520942788112,3.2e-05,0.015849
85,167096,1.0163852769486392,0.11099176398121659,1.5166549142861494,1.701861014049508,0.9911176948107233,18,32,15849,knn,0.0002828541500771159,0.02313583752473162,3.2e-05,0.015849
86,167360,0.5245018490367171,0.15564352117275923,1.1422349884307523,-1.1471003886606435,0.9852220287855613,18,32,15849,knn,0.00025983883826873825,0.04310240709359852,3.2e-05,0.015849
87,175557,-0.35919054972289627,-0.3328112520459986,1.0447383950280846,-1.7268749876040925,0.9963658865641757,18,32,15849,knn,0.0003319765849329992,0.08898406375706426,3.2e-05,0.015849
88,176511,1.032652390987643,-0.12759175556961672,1.1964561169613348,-0.4908276328738103,0.9868769656879488,18,32,15849,knn,0.00021559497780795808,0.044259623051474246,3.2e-05,0.015849
89,179769,0.3797819144873819,0.1902812443604569,1.152585594172529,-0.46945843321766645,0.9936118010723832,18,32,15849,knn,0.0001963650707985522,0.0309273279685739,3.2e-05,0.015849
90,181510,0.3855784070313406,-0.13251920092615435,1.0660363571826939,-1.4298014351396662,0.9963524446737811,18,32,15849,knn,0.00022953229482905848,0.07373944834428162,3.2e-05,0.015849
91,181686,-0.6222461773879636,-0.35788945281898527,1.0958620030376163,-1.9639954649921167,0.9949459716398652,18,32,15849,knn,0.0006389498609646961,0.11320917693362846,3.2e-05,0.015849
92,181712,-1.2491877039583847,0.3763653730535715,1.1849590223742328,-0.07333586778083889,0.9929044828682727,18,32,15849,knn,0.0001606390317008069,0.028720847767516756,3.2e-05,0.015849
93,181840,-1.2720517305557286,0.38150723842007656,1.3014448280974225,1.2605151392672438,0.9911854499381529,18,32,15849,knn,0.00016632289285741975,0.02086369122955185,3.2e-05,0.015849
94,182026,-0.27020437521508783,0.298160456859898,1.1956742473751798,-0.6079430052451982,0.9903855044104276,18,32,15849,knn,0.0004186008978290177,0.05035153190148608,3.2e-05,0.015849
95,197520,1.2678262588544396,0.004694705778200491,1.3140835289427815,0.881445476159559,0.9751245371453781,18,32,15849,knn,0.00022628322332861298,0.02851100546664858,3.2e-05,0.015849
96,198787,0.1400554347499943,0.23112305261405025,1.1988399057459291,-0.7489547020823574,0.9817563155072522,18,32,15849,knn,0.0002935667483679073,0.038655437219921214,3.2e-05,0.015849
97,199877,-0.46723513051667187,0.31755467765105194,1.192510243297063,-0.35269135785643657,0.9916402394863395,18,32,15849,knn,0.00033509315484169276,0.040577745907744725,3.2e-05,0.015849
98,201430,-1.1694498033966962,0.3755184241478026,1.205552217795774,-0.6036609410852177,0.9862037661206546,18,32,15849,knn,0.0002474769576124903,0.04089036352780478,3.2e-05,0.015849
99,201551,0.6547656704332891,0.07139188804801265,1.159779837122368,-0.7549977794342255,0.9953623088296859,18,32,15849,knn,0.00023494200900288327,0.04450220402957019,3.2e-05,0.015849
100,203624,1.0711291554396651,0.0951166860880565,1.3720832412437327,1.776839216386321,0.9957074989387785,18,32,15849,knn,0.00014904953345217095,0.01260523384233443,3.2e-05,0.015849
101,204395,0.6744833433879642,-0.03350398738122513,1.1200877711374777,-0.6886574362146504,0.9940210336326378,18,32,15849,knn,0.00020485884425399057,0.046448649356489236,3.2e-05,0.015849
102,206130,-0.5847600440406642,-0.2777059062365659,0.7688603915465776,-2.634287036392518,0.9926658007106602,18,32,15849,knn,5.991083465840694e-05,0.10724423325475035,3.2e-05,0.015849
103,209106,0.501092858297553,0.20663658870665635,1.543868396344169,1.0919056788009653,0.9955204116350364,18,32,15849,knn,0.0007438113641054365,0.03853910645950242,3.2e-05,0.015849
104,209543,-1.2535192536199056,0.3807636251846456,1.2446522286974666,0.32811273975495614,0.9947521987097897,18,32,15849,knn,0.00018240883396151641,0.026113418156737483,3.2e-05,0.015849
105,214093,1.2072065157915703,-0.07599532064480358,1.137046098034713,-0.372923244469181,0.9945655155108563,18,32,15849,knn,0.00020437895236307579,0.03400311325508793,3.2e-05,0.015849
106,214463,1.0291381215796838,0.10939602661801276,1.6202570488173467,2.248016539743406,0.9757388452292183,18,32,15849,knn,0.0003113702989062812,0.02266056033886883,3.2e-05,0.015849
107,216518,0.40277784998758565,-0.12865338874728774,1.0768457716998374,-1.4543461946682834,0.9968082655975647,18,32,15849,knn,0.0002593560480220156,0.07340396446622785,3.2e-05,0.015849
108,219070,0.5904303876463881,-0.21662281825130367,1.13030478248897,-1.5583413816562106,0.9954395149037474,18,32,15849,knn,0.0004175872164501027,0.1117146707849628,3.2e-05,0.015849
109,221468,-0.2688472806469822,0.298025015509196,1.2008443882388895,-0.5892135039630749,0.9895309258688354,18,32,15849,knn,0.0004147865672064718,0.05052831451607049,3.2e-05,0.015849
110,222017,0.642689882353364,-0.08605599864441994,1.2113450754794257,-1.4391997378894419,0.9504102127254368,18,32,15849,knn,0.0005034816206433817,0.06076026933242202,3.2e-05,0.015849
111,225719,0.9940755180837986,-0.1444506290800129,1.1054445030044076,-0.7446069747252264,0.9974997011559573,18,32,15849,knn,0.00016712601355236878,0.044467554138123845,3.2e-05,0.015849
112,226631,-0.30159653263499403,-0.3269777007961829,1.0729502433618283,-1.7249999275328434,0.9951090441391821,18,32,15849,knn,0.0004254828047723303,0.09424816116709489,3.2e-05,0.015849
113,227129,-0.5121576216660432,0.3212905651812639,1.0968888654870543,-0.4783363008942072,0.9971178814930789,18,32,15849,knn,0.00015295561117272297,0.03107357752475473,3.2e-05,0.015849
114,230391,0.49653273742342824,0.13017824686230292,1.2260622415891627,-0.9308164908319032,0.9927786119794896,18,32,15849,knn,0.0005506738044790869,0.059639149781222464,3.2e-05,0.015849
115,233443,0.349829560738395,-0.15623767969005073,1.2092832696127753,-1.1077259905179773,0.980164565514096,18,32,15849,knn,0.00036281330372973854,0.07816808073349857,3.2e-05,0.015849
116,237306,1.1161900339636712,-0.11096290884737843,1.2134293350066336,-0.011932709467617592,0.9940094963780659,18,32,15849,knn,0.00022514539499184972,0.031548149300070695,3.2e-05,0.015849
117,239375,-1.0807417967120554,0.36923960269101214,1.33771612524826,0.0999267519542061,0.9851682695547933,18,32,15849,knn,0.000315880840614421,0.036142677991009155,3.2e-05,0.015849
118,239831,0.5571693378970322,0.11182475817036788,1.1652924583824016,-1.0089497242730645,0.9932265209707418,18,32,15849,knn,0.00036105242899100613,0.05338450674082267,3.2e-05,0.015849
119,243478,1.023590400521899,-0.1373252032681869,1.1288633796051923,-0.645303878237519,0.9968289425080942,18,32,15849,knn,0.00019332229583356414,0.04456420462336487,3.2e-05,0.015849
120,243907,0.028447496487906704,0.26603478383479123,1.303907406687903,-0.4739000856568932,0.9837746965098315,18,32,15849,knn,0.0007076839392292259,0.06434093856699924,3.2e-05,0.015849
121,245235,-0.61718536027108,0.3314215168082517,1.2337341891773224,-0.8321681122628968,0.9942169039131153,18,32,15849,knn,0.0004319830289315072,0.06022009209749184,3.2e-05,0.015849
122,250855,0.3188523101804532,0.23134878213030666,1.5641508402196758,1.2635117732636163,0.9911708275731085,18,32,15849,knn,0.0006989595361288227,0.02515724233620503,3.2e-05,0.015849
123,251406,0.6361957124160085,0.18839692195148702,1.3197794876662656,0.1435531954284045,0.9986137140487411,18,32,15849,knn,0.00034027459168795395,0.039964366027877334,3.2e-05,0.015849
124,253077,0.5180539808425046,-0.0988884496830786,1.0680104753015636,-1.6444236927129663,0.9964825256554704,18,32,15849,knn,0.00024144096989383193,0.08445644742983562,3.2e-05,0.015849
125,256373,0.8008797432019507,0.008794635226304132,1.0154612495397946,-1.7856993950962734,0.9988790018454319,18,32,15849,knn,0.00024579452759761547,0.09451769065907988,3.2e-05,0.015849
126,259584,0.6874741172023835,0.10526957637976764,0.8008337037298762,-1.97043842047161,0.9943562716033761,18,32,15849,knn,2.6024806444999508e-05,0.04776791572991046,3.2e-05,0.015849
127,265396,-0.4056698501860587,0.3116228207983615,1.214165020217621,-0.4232079334725811,0.9933376119660355,18,32,15849,knn,0.0003748921484304618,0.043174393182213715,3.2e-05,0.015849
128,268256,0.4943141619394616,0.19953204912242245,1.3562202662925793,0.240318546327476,0.9873688092940555,18,32,15849,knn,0.00030169372257529134,0.036083374301387694,3.2e-05,0.015849
129,268746,0.9555226668175538,-0.15332070691895677,1.1108446609674056,-0.5839720223615121,0.9990638693073869,18,32,15849,knn,0.000166551203890235,0.04046950701410375,3.2e-05,0.015849
130,269649,0.6139731759739175,0.13053157992856973,1.1512916269103437,-1.0101691341524042,0.9933182643431737,18,32,15849,knn,0.0002525602390639108,0.04655478239892268,3.2e-05,0.015849
131,272526,-0.5496423752313694,0.3247405796640013,1.0025481517640822,-0.6654937493517591,0.9943823218672541,18,32,15849,knn,6.618628946019075e-05,0.03394966239018176,3.2e-05,0.015849
132,279511,1.123347587939678,-0.10870915080161019,1.172275449813333,-0.19662263781507214,0.9904252065892382,18,32,15849,knn,0.0001909655591466069,0.030542945731490922,3.2e-05,0.015849
133,279810,0.3561255808746487,-0.13903192157847838,0.9859582419790273,-1.500568395570576,0.9993004092921914,18,32,15849,knn,0.00013833858829964988,0.07671227588935421,3.2e-05,0.015849
134,282679,1.179772589759128,0.06443222695369767,1.2987405225559017,0.25194873291990655,0.9927299137894569,18,32,15849,knn,0.0003503667790714817,0.03308251831256699,3.2e-05,0.015849
135,283981,0.9012335014028953,0.12622565738802471,1.3653920540614024,0.05587415948516263,0.9562880489040693,18,32,15849,knn,0.0003271352703087367,0.03282194533349982,3.2e-05,0.015849
136,285076,1.000224328013265,0.11517846867530664,1.407606083538914,1.0909858681828413,0.9869378682492147,18,32,15849,knn,0.00023204240330083984,0.024595392805656844,3.2e-05,0.015849
137,288026,0.7704088528841244,-0.18986568343318203,1.1960068275005893,-1.121363890988329,0.9928144136964585,18,32,15849,knn,0.0004219151152175165,0.09756280103417202,3.2e-05,0.015849
138,290834,1.272586361244914,-0.01463149686852401,1.2022283792284036,0.5587522279215489,0.989992729178067,18,32,15849,knn,0.00016071343689966802,0.02625628428552861,3.2e-05,0.015849
139,292401,0.687950952250586,0.17879064065336522,1.4543926503698779,0.7831391586765729,0.9883871121318984,18,32,15849,knn,0.0004728451255783091,0.04019872664184703,3.2e-05,0.015849
140,296350,0.6089342115719014,-0.06803879472483061,1.171410891018588,-0.9107223803431836,0.9978650760843483,18,32,15849,knn,0.00030528257172612167,0.060469785925500535,3.2e-05,0.015849
141,297844,0.5916279710745233,0.18011786425994472,1.3111564313444184,-0.14646724135029754,0.9831778442056108,18,32,15849,knn,0.0003251641529771628,0.039825920769586125,3.2e-05,0.015849
142,298024,0.9559738091434513,0.12592175750119983,1.5478089812148559,1.6799152590911122,0.9892320375582642,18,32,15849,knn,0.0003319416840267655,0.02656921150118061,3.2e-05,0.015849
143,300039,-0.19604866063721596,0.25688644291659773,1.1926935452886567,-1.2807748882356271,0.9816972958157788,18,32,15849,knn,0.0005384774893855192,0.05962480683006482,3.2e-05,0.015849
144,300945,0.9283071636503332,-0.15931765830063507,1.102240057694513,-0.38466624498181784,0.9992616423361332,18,32,15849,knn,0.0001237021670208284,0.034841747242612055,3.2e-05,0.015849
145,304905,0.7988959244057153,0.15931025051275438,1.5192058508792752,1.1602095744460965,0.989700324652096,18,32,15849,knn,0.0005605327332665628,0.03743489779763268,3.2e-05,0.015849
146,308755,-0.45258165284952967,-0.26248264424673945,1.061909519184602,-2.103315675383807,0.9909652816967024,18,32,15849,knn,0.0003713819988443556,0.08598188844938669,3.2e-05,0.015849
147,308884,-1.2609986610664103,0.3812183930525514,1.2511297243809683,0.555045486778101,0.9936763385097652,18,32,15849,knn,0.00014573035827731407,0.02152374379270615,3.2e-05,0.015849
148,309784,0.9669255127701666,0.11737561009082306,1.873547572473517,3.245275736871284,0.9417366236797224,18,32,15849,knn,0.0010592247781537815,0.025991428622242536,3.2e-05,0.015849
149,310432,0.6978784995644784,-0.013285213151245522,1.2089302816620056,-0.11980655819959983,0.9898420859464929,18,32,15849,knn,0.0002461933748902129,0.043977905683920536,3.2e-05,0.015849
