N,sigma,estimator,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,standard_error,confidence_level,bootstrap_samples,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,knn_min_count,knn_max_count,knn_min_mass,knn_max_mass,knn_min_exponent,knn_max_exponent,requested_centres
1000000,0.0,knn,500,1.2466353414255544,1.2145897170785456,0.17097795907535204,1.149679996313743,1.321339124117664,0.171659127803921,0.8956960008852621,1.5747498876882902,0.007646366782933285,0.95,1000,1.2309731137706879,1.2619747972357809,1.2080067948886901,1.22869770403131,32,15849,3.2e-05,0.015849,0.25,0.7,500
