N,sigma,estimator,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,standard_error,confidence_level,bootstrap_samples,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,knn_min_count,knn_max_count,knn_min_mass,knn_max_mass,knn_min_exponent,knn_max_exponent,requested_centres
300000,0.0,knn,500,1.2440495165350625,1.2125871932424528,0.19104452114900627,1.1245280511202969,1.338214602496714,0.21368655137641723,0.805006416385206,1.6576547243269026,0.008543770720361485,0.95,1000,1.2286098989252925,1.260602643886025,1.1959950341590941,1.233958220381822,23,6823,7.666666666666667e-05,0.022743333333333334,0.25,0.7,500
