centre_number,orbit_index,x,y,local_dimension,intercept,r_squared,fit_points,min_fit_count,max_fit_count,estimator,fit_min_radius,fit_max_radius,fit_min_mass,fit_max_mass
0,499,0.6649163542381353,0.11369740909375438,1.1962932690149355,-0.47378184660295436,0.997800289909119,18,23,6823,knn,0.0005555225125029157,0.0550330009548492,7.666666666666667e-05,0.022743333333333334
1,1092,1.0047383230129836,0.11848510725535613,1.4825268567770862,1.2593391048936802,0.9902031031373513,18,23,6823,knn,0.0005741581520066289,0.034828871464416794,7.666666666666667e-05,0.022743333333333334
2,1569,-0.5328709645101893,0.32330180317215523,1.049318119527915,-0.4053939439035573,0.9976424046670722,18,23,6823,knn,0.00017911152563034044,0.04706340967586262,7.666666666666667e-05,0.022743333333333334
3,1617,1.1104379075933397,0.08916035957749605,1.3381208173948194,0.39050914822620514,0.9960121039446331,18,23,6823,knn,0.0006753881798783268,0.03779424607403374,7.666666666666667e-05,0.022743333333333334
4,1783,0.1907328610382909,-0.2737200411067817,1.1947009290362522,-1.285104070632019,0.9878675794751783,18,23,6823,knn,0.001586308459921591,0.12082199432411095,7.666666666666667e-05,0.022743333333333334
5,1936,-0.2578495265220001,0.29692910712879783,1.1036863557351695,-0.973315358949243,0.9936496515714827,18,23,6823,knn,0.0005915652242331122,0.0706729694293859,7.666666666666667e-05,0.022743333333333334
6,2030,-0.3218367676704377,0.27291037192162154,1.285151831587067,-0.16238739167413743,0.9972082840882578,18,23,6823,knn,0.0008170974496643784,0.059152019795311817,7.666666666666667e-05,0.022743333333333334
7,2324,-0.3723355110260647,0.3079577070022855,1.1491135220588085,-0.6061653657052821,0.9884965894131457,18,23,6823,knn,0.0005694825739376752,0.05556816568505481,7.666666666666667e-05,0.022743333333333334
8,2549,0.7796847244666959,0.16472749995252664,1.4604525035142153,0.7745137825371292,0.9911078687520802,18,23,6823,knn,0.0010135887759959356,0.05402953582603837,7.666666666666667e-05,0.022743333333333334
9,2683,-0.9096723170426418,0.34061193968645825,1.2422090354895214,-0.3649760783472374,0.9955318325550778,18,23,6823,knn,0.0006525086340615611,0.0659679047097169,7.666666666666667e-05,0.022743333333333334
10,2905,1.2322387878111796,-0.011326952945350655,1.07680398996075,-0.7814084703025069,0.9866881900603474,18,23,6823,knn,0.0003780906450812775,0.03987502605969333,7.666666666666667e-05,0.022743333333333334
11,3001,-0.1415548439381324,0.24870950358331334,1.2463254652453224,-1.1333315687621102,0.9706587207017601,18,23,6823,knn,0.0010379843583408653,0.08278127863031357,7.666666666666667e-05,0.022743333333333334
12,3671,0.5965467847394665,0.1943904282390952,1.3655473845875286,0.27915485185008554,0.9976043617445985,18,23,6823,knn,0.000745682228456863,0.055879651923887115,7.666666666666667e-05,0.022743333333333334
13,4729,-0.42342040854646035,-0.33982953524112763,1.0667321819193838,-1.4033908301383293,0.9960598911006839,18,23,6823,knn,0.0006859776759093147,0.10756776414551746,7.666666666666667e-05,0.022743333333333334
14,5442,0.6605957642059669,0.10934245285041141,1.391291437147678,0.2083994125061088,0.9865028501454477,18,23,6823,knn,0.0008528025072431322,0.053423500013206386,7.666666666666667e-05,0.022743333333333334
15,5443,0.4984009836887999,0.19817872926179006,1.4795692561119747,0.8099533712538212,0.994840398791521,18,23,6823,knn,0.0009155757854767387,0.04463057706641116,7.666666666666667e-05,0.022743333333333334
16,6253,1.2538698906192525,0.02297834435518233,1.0649430349367883,-0.5333286148253782,0.9970785032550757,18,23,6823,knn,0.00023921743917420832,0.03778817035846396,7.666666666666667e-05,0.022743333333333334
17,6715,-0.08556016119620485,-0.30394304333739514,1.1098578888839985,-1.5532097812994778,0.9951027134088971,18,23,6823,knn,0.0010487270993140509,0.12170809859342634,7.666666666666667e-05,0.022743333333333334
18,7342,1.0746902669475433,0.09407280625530463,1.3082512437155516,1.5538833414530997,0.9863972690501017,18,23,6823,knn,0.00019760606681632598,0.02282956997067808,7.666666666666667e-05,0.022743333333333334
19,7648,-0.7337787957855769,0.3226013106554337,1.2097746451855664,-0.7935985775189703,0.9950821913531548,18,23,6823,knn,0.0009388246347959178,0.08422700099794053,7.666666666666667e-05,0.022743333333333334
20,10717,0.3671601436335244,0.20812407892450915,1.3290494878678196,0.36877119819586907,0.9789282803243643,18,23,6823,knn,0.0005183771448186099,0.033306155114427194,7.666666666666667e-05,0.022743333333333334
21,11774,-0.3085166611756059,0.30231896354684434,1.1207899798003471,-0.8262834902161591,0.9936117827630684,18,23,6823,knn,0.0004789430689292927,0.05854914175882937,7.666666666666667e-05,0.022743333333333334
22,11931,0.5842481470465188,-0.10340014436134477,1.307248446272253,-0.9963868160392187,0.9779277157157903,18,23,6823,knn,0.001243616902821989,0.09897751829107665,7.666666666666667e-05,0.022743333333333334
23,12126,1.1553308232293276,-0.09762883354652,1.0884718717360151,-0.6633210386933951,0.9923977031879487,18,23,6823,knn,0.00029505691371001675,0.048181932771166995,7.666666666666667e-05,0.022743333333333334
24,12506,0.6935001124253605,0.04311467066164854,1.1681384396729577,-0.3150421187835234,0.9872634801050832,18,23,6823,knn,0.00043727948563968927,0.05409249897367477,7.666666666666667e-05,0.022743333333333334
25,13951,0.5995082923218187,0.19197958594593872,1.4166852686885976,0.5402454964444814,0.996211868847433,18,23,6823,knn,0.0008854537972265781,0.05483022990392221,7.666666666666667e-05,0.022743333333333334
26,14538,-0.8718452602293727,0.3377494567021389,1.2744396321140106,-0.17084484734928843,0.9933125842652869,18,23,6823,knn,0.0008145326090397776,0.06635470732522554,7.666666666666667e-05,0.022743333333333334
27,14692,1.0077603554175079,0.10939220031803759,1.3249569095716123,0.6788141429149991,0.9822451484810784,18,23,6823,knn,0.00032546979885666495,0.033837669446101996,7.666666666666667e-05,0.022743333333333334
28,14730,0.9580694721601535,-0.15274878778755177,1.1340874013321287,-0.52042030724399,0.9978970338283069,18,23,6823,knn,0.0003325627193525215,0.056510625759955385,7.666666666666667e-05,0.022743333333333334
29,16202,-0.22287369169269594,0.2605307927289457,1.2671245455084943,-1.0075498111875554,0.9670958389654231,18,23,6823,knn,0.0009845190724669848,0.07762785573819965,7.666666666666667e-05,0.022743333333333334
30,16814,0.491457904274363,-0.231746583213066,1.1194856661171784,-1.5293745229289755,0.9950205318936143,18,23,6823,knn,0.00085058958471831,0.12216586513631676,7.666666666666667e-05,0.022743333333333334
31,16817,0.02396553530816936,0.26653340332906583,1.2353158311150418,-0.7332934334841954,0.9861070918799361,18,23,6823,knn,0.0013046266834106364,0.08744665507893509,7.666666666666667e-05,0.022743333333333334
32,17147,-0.9537129857106317,0.35750324570622105,1.4107687586751627,0.25755696393563415,0.9919748396128443,18,23,6823,knn,0.001238446421038994,0.06679775376358713,7.666666666666667e-05,0.022743333333333334
