N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.002,500,1.2826580196828659,1.2655857023065513,0.20627249170643963,1.1240958838830521,1.4156552887844753,0.2915594049014232,0.7465586966260517,1.8467390344196717,500
