N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.001,500,1.2617019890663441,1.2448667260389015,0.22192452756909506,1.1109836955764407,1.3939335800691166,0.2829498844926759,0.7074416812899628,1.8097066969798337,500
