centre_number,orbit_index,x,y,local_dimension,intercept,r_squared,fit_points,min_fit_count,max_fit_count
0,15,0.9742466943960529,0.1262453436156018,1.4039645797760754,0.7520226611178326,0.9835612702545671,14,41.0,6237.0
1,208,0.6277372903267667,0.12101482337396756,1.5587611067221365,0.7755599654864159,0.9857252672569035,14,26.0,7221.0
2,503,0.3405406737888182,0.1683054941402591,1.7189234692588364,1.141192629412034,0.9642219603988699,14,22.0,7024.0
3,1347,-0.5529990061020928,-0.2737772477173026,0.9525822383041551,-2.1007415021242095,0.9960452000400211,14,46.0,1534.0
4,1360,1.124173703948012,-0.10800507897713857,1.2500226836418697,-0.0020574320259947225,0.9826071717937119,14,69.0,4374.0
5,2531,0.9159980102262413,-0.16159496535166373,0.8621639982819926,-1.3635988144599631,0.9905724747166521,14,138.0,3130.0
6,2599,1.0138028537358283,0.10831644432307992,1.3187308669102757,0.6437870072561466,0.9894349580083157,14,69.0,7042.0
7,2681,-0.7936419758555558,0.3297029967287843,1.2295931019522846,-0.5177596611500851,0.9933969346243574,14,53.0,3149.0
8,2727,1.2690815136472196,-0.02652407533112706,1.0557847187531983,-0.2815284354597256,0.9991198454046228,14,156.0,6588.0
9,2777,0.8915979375465327,0.13328042437696574,1.5680512410664569,1.0771788689731343,0.963876726816493,14,23.0,5025.0
10,2791,0.5085848925380144,-0.2319161918815376,1.0604576649978847,-1.6934872550665225,0.9856673435722101,14,25.0,1484.0
11,2811,1.1351861988347165,-0.10466259773721143,1.3206931517935503,0.19129553713166922,0.983925548735225,14,56.0,4463.0
12,2824,1.2231037614461853,0.0333142955520607,1.099833568755615,-0.09613510938702619,0.9893099836999302,14,195.0,7669.0
13,3021,0.793501179445793,0.1589616986471984,1.2511738158088623,-0.049385290488528626,0.9887578685606655,14,49.0,4510.0
14,3041,0.8265035891433085,0.14081440983388332,1.6217043107335185,1.0078181111387625,0.9867253669731929,14,22.0,4634.0
15,3266,0.21494986155416115,0.24364808788946302,1.3859271900754555,-0.03837836098884598,0.9978921589696428,14,30.0,4396.0
16,3293,0.697740873703069,-0.015506964624738299,1.102433348645526,-0.6340080354507344,0.9974753966925584,14,74.0,4239.0
17,3356,-1.1766407415567766,0.3766190324223132,1.4641221000988718,0.4014760562651013,0.991763150147975,14,33.0,4303.0
18,3467,1.0832883450105588,0.09153661185418328,0.9104156117114244,-0.5143739580357793,0.9899208806937863,14,237.0,6566.0
19,3491,0.12120373959888817,0.2360223559838785,1.2639359398177592,-0.19027145292487022,0.988746312790064,14,40.0,3579.0
20,3612,0.3961629884303311,-0.12981298309214245,1.1628045359770007,-1.0978117245914092,0.995169793354883,14,44.0,2040.0
21,4121,0.6851708197453216,0.10700643546415887,1.2071560108283634,-0.2236416962894275,0.9757318844208994,14,73.0,7385.0
22,4164,-0.4050086018670595,0.31140682241891265,1.2036891111965018,-0.4095447935916454,0.9948675914250539,14,67.0,4215.0
23,4175,0.45478451048159996,-0.13459797724124314,1.3933063603566482,-0.6299820658368874,0.9846054361489236,14,18.0,1967.0
24,4240,-0.9296974816057292,0.3432107172541135,1.2897720743898664,-0.28736633800014644,0.9913844114638548,14,44.0,3382.0
25,4257,0.9127643175415384,0.12299160428333357,1.6452025571827569,1.2324629450098392,0.9821163126886926,14,26.0,5254.0
26,4714,0.9075462184351545,-0.16328736236608388,0.9268044907664599,-1.2152872431647055,0.9883429493869792,14,108.0,3064.0
27,4892,-0.12174242923464124,0.24519931744057763,1.3615121575513298,-0.7708023944513678,0.9570224162238903,14,23.0,2681.0
28,5108,0.4273120680000133,-0.24119435417092813,0.9795375705828909,-1.9328213681038735,0.9992803634949197,14,47.0,1586.0
29,5125,1.2671365017590641,0.007458615087701091,1.0943506830878482,-0.18289983305643873,0.997540821933323,14,149.0,6795.0
30,5328,1.1383265923053913,-0.09206280065330119,1.2302882725185145,-0.11470666888752461,0.9927167207330896,14,72.0,4596.0
31,5696,-0.5043268221272034,0.3199491451476557,1.1432761570488261,-0.395188209847079,0.9944549515255139,14,93.0,4289.0
32,5758,0.12560754636720278,0.2405557016740248,1.3977499945817107,0.2488822858234197,0.9834024935339367,14,32.0,3584.0
33,5800,-0.41518721686863885,0.3128720580950872,1.1258952170126926,-0.6438417312635996,0.991547506146144,14,81.0,4229.0
34,5947,0.12543863966834262,-0.28089238034753455,0.9204140926796203,-2.2233459132094247,0.9983283341892002,14,51.0,1442.0
35,6040,-0.7185588484367773,0.32120056324741664,1.2703823997411012,-0.5158581845300522,0.9949763655753997,14,45.0,2928.0
36,6121,1.2704589305359777,-0.013864696057911047,1.065871650842745,-0.20904943341391724,0.9960032340073396,14,135.0,6689.0
37,6167,0.37092112479301415,-0.24879324088344795,1.04161354094863,-1.699152196390818,0.9961984919858033,14,36.0,1764.0
38,6261,-0.46781513680630465,0.3163616142417011,1.218736070977178,-0.2794811330479677,0.9964050784288382,14,62.0,4564.0
39,6326,0.5141266145598019,0.15841453611539527,1.564576369855451,0.7149346846229205,0.9775642196792252,14,31.0,6821.0
40,6589,-0.1540526033942604,-0.310614028016407,1.096103822993503,-1.4875426189554901,0.998458596104182,14,34.0,1798.0
41,7038,0.6902622612296315,0.04268550047814375,1.2303931821481007,-0.16060461608550436,0.9934690886189853,14,54.0,5284.0
42,7245,-0.586091634335033,0.3282595045887989,1.36880363788003,-0.16539617224828468,0.9848672676161572,14,41.0,3744.0
43,7454,1.2157255020524678,0.015505601618539066,1.5393604190671732,1.1024972038355336,0.9859598294670169,14,46.0,8380.0
44,7587,0.9548130019955176,0.12759447754066092,1.224141192628953,0.15154667717356507,0.9929187770161539,14,79.0,5858.0
45,7697,0.7532783815154998,0.16953692173216434,1.3424562677037233,0.17939829437198546,0.996490790029328,14,43.0,5228.0
46,7714,0.5325961217295571,-0.1171944409026228,1.4426152355607542,-0.6580889319892126,0.9737188400536629,14,15.0,1821.0
47,7792,0.0809872007507045,0.25988838759216104,1.2117108691798997,-0.7217601002909692,0.989994970285935,14,43.0,3332.0
48,8278,0.7387524131471399,0.08231261714493038,1.4555118063858685,0.12792376886456544,0.9791359948995154,14,26.0,6432.0
49,8299,0.7389639430865241,-0.04895359522638484,1.252328035226842,-1.2200547033435798,0.9312562185436225,14,28.0,3202.0
50,8359,-0.9265524990403896,0.3567157530393334,1.3034380256201992,-0.2418277998757369,0.9911827056810547,14,44.0,3386.0
51,8383,-0.842122337526504,0.349401129537611,1.3590232180087933,-0.09508262516536141,0.9885243726944101,14,35.0,3226.0
52,8439,0.4034689733863467,-0.12862528531613612,1.19169249042834,-1.0202136897801957,0.996200408805598,14,39.0,2050.0
53,8773,-0.7856217670634899,0.3289582327745558,1.2516265360796948,-0.45498889648436414,0.9952761995928562,14,40.0,3146.0
54,8884,1.0596207028260791,-0.1198920828455274,1.336961068809028,0.15157114131413174,0.9807017575477024,14,46.0,4098.0
55,9116,1.2557656867481126,-0.04378402094543168,1.1463235531236617,-0.049300697443982064,0.9970523070407782,14,121.0,6730.0
56,9153,-0.3707373391943764,-0.3340772151915627,1.067198806363026,-1.6280561640951248,0.9966005453550234,14,36.0,1976.0
57,9205,0.8941355739473639,0.12744336704241446,1.6418404848304018,1.1985271579599193,0.9815344154040319,14,25.0,5049.0
58,9315,-0.6290558565484311,0.3327089886459988,1.243309520456516,-0.6926856554346476,0.9854999288891793,14,46.0,3272.0
59,9558,1.184742763779627,-0.07025192421240072,1.524119548531885,0.7509035311496799,0.9903617382183567,14,34.0,5822.0
60,9826,0.6833963923236611,0.10730204423036967,1.2176419731767578,-0.18202398357542748,0.9763076609466915,14,68.0,7385.0
61,10007,-0.7450141986967471,0.32350505010648534,1.2271297701202208,-0.6417633598917384,0.9906640852318025,14,50.0,3003.0
62,10016,0.5685632026532232,0.14303081791726927,1.4883803920494254,0.4683494282729601,0.9772562397678385,14,30.0,6854.0
