N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.002,500,1.2826580196828659,1.2655857023065513,0.20627249170643963,1.1240958838830521,1.4156552887844753,0.2915594049014232,0.7465586966260517,1.8467390344196717,500
100000,0.003,500,1.3363951677860841,1.3181836745314324,0.22724456324290965,1.1776892940138246,1.4762271846106185,0.2985378905967939,0.7377525413870305,1.9238807455907079,500
100000,0.004,500,1.3719457562661321,1.356620122742787,0.21191499121668775,1.2301361233469794,1.4987655269289109,0.26862940358193144,0.8542442753060284,1.8952035864387102,500
