N,sigma,estimator,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,standard_error,confidence_level,bootstrap_samples,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,knn_min_count,knn_max_count,knn_min_mass,knn_max_mass,knn_min_exponent,knn_max_exponent,requested_centres
50000,0.0,knn,500,1.266185036445619,1.227138721042608,0.24802420700849853,1.1049813694442454,1.401471531133842,0.2964901616895965,0.6908278325240244,1.8442617986708423,0.011091979738729649,0.95,1000,1.2436313983449692,1.288362667019598,1.2053861233120746,1.2591028410430034,15,1947,0.0003,0.03894,0.25,0.7,500
