centre_number,orbit_index,radius,count_excluding_self,mass,log_radius,log_mass,estimator
4,498,0.016830211822371488,148,0.00296,-4.084579684859131,-5.822566010646168,knn
4,498,0.0195447162509001,197,0.00394,-3.9350502975760326,-5.536574555672295,knn
4,498,0.024991622168551116,262,0.00524,-3.689214623534887,-5.251433780649187,knn
4,498,0.02924797976487039,349,0.00698,-3.5319447755572457,-4.964706362207856,knn
4,498,0.03741312231632516,465,0.0093,-3.28573377202719,-4.677740878822926,knn
4,498,0.05400235787605744,619,0.01238,-2.9187275689996897,-4.391673011725687,knn
4,498,0.07982496253083221,824,0.01648,-2.5279190097727926,-4.105607754500811,knn
4,498,0.11089664197928828,1098,0.02196,-2.1991566648021252,-3.8185326623408073,knn
4,498,0.12070606999731931,1462,0.02924,-2.114396862190213,-3.5322176441005593,knn
4,498,0.1390659513421008,1947,0.03894,-1.972806988289729,-3.2457332790380833,knn
5,640,0.00025410532339050596,15,0.0003,-8.27776171787529,-8.111728083308073,knn
5,640,0.0003305478639882619,19,0.00038,-8.01475908619842,-7.875339305243843,knn
5,640,0.000493121971660807,26,0.00052,-7.6147540075017615,-7.5616817463888015,knn
5,640,0.00066916040117172,35,0.0007,-7.309486763985982,-7.264430222920869,knn
5,640,0.000801404019178949,47,0.00094,-7.129145344577714,-6.969630682700225,knn
5,640,0.0011129272242085095,62,0.00124,-6.800761595880905,-6.6926438993651916,knn
5,640,0.0015344551180840973,83,0.00166,-6.4795799328926105,-6.400937676613685,knn
5,640,0.002159645638830363,111,0.00222,-6.137811126841791,-6.110248083097949,knn
5,640,0.004352577768267485,148,0.00296,-5.436987018987586,-5.822566010646168,knn
5,640,0.005569626813422319,197,0.00394,-5.1904272266730835,-5.536574555672295,knn
5,640,0.008247261974009594,262,0.00524,-4.797874015658777,-5.251433780649187,knn
5,640,0.012075199699381242,349,0.00698,-4.4166015413292214,-4.964706362207856,knn
5,640,0.017568651156119122,465,0.0093,-4.041639149444412,-4.677740878822926,knn
5,640,0.02693248711024911,619,0.01238,-3.614422021790709,-4.391673011725687,knn
5,640,0.037707632846362436,824,0.01648,-3.277892742252758,-4.105607754500811,knn
5,640,0.05300596082841871,1098,0.02196,-2.937350903293388,-3.8185326623408073,knn
5,640,0.07413570238010708,1462,0.02924,-2.601858049218227,-3.5322176441005593,knn
5,640,0.09407509366181951,1947,0.03894,-2.3636619468951645,-3.2457332790380833,knn
6,946,0.000509796797178854,15,0.0003,-7.581498348547184,-8.111728083308073,knn
6,946,0.0006230925225844825,19,0.00038,-7.380815538831982,-7.875339305243843,knn
6,946,0.0008477455818903993,26,0.00052,-7.072929988543443,-7.5616817463888015,knn
6,946,0.0011736944596270455,35,0.0007,-6.74759884730297,-7.264430222920869,knn
6,946,0.0016396817084268875,47,0.00094,-6.413253136209542,-6.969630682700225,knn
6,946,0.0018458975686544091,62,0.00124,-6.294789632710558,-6.6926438993651916,knn
6,946,0.002240557673176957,83,0.00166,-6.101030482861182,-6.400937676613685,knn
6,946,0.0027984729242479136,111,0.00222,-5.87868139477421,-6.110248083097949,knn
6,946,0.003432836514723896,148,0.00296,-5.674368387334706,-5.822566010646168,knn
6,946,0.00435486486063276,197,0.00394,-5.4364617000126945,-5.536574555672295,knn
6,946,0.0055557448637263305,262,0.00524,-5.192922776000026,-5.251433780649187,knn
6,946,0.007174938104617716,349,0.00698,-4.937161143907777,-4.964706362207856,knn
6,946,0.00876800870724229,465,0.0093,-4.7366455557064535,-4.677740878822926,knn
6,946,0.010739620991679215,619,0.01238,-4.533815479939448,-4.391673011725687,knn
6,946,0.013196215113260678,824,0.01648,-4.327825224349708,-4.105607754500811,knn
6,946,0.020317851448052586,1098,0.02196,-3.896255397686466,-3.8185326623408073,knn
6,946,0.03193953616540126,1462,0.02924,-3.44391065836079,-3.5322176441005593,knn
6,946,0.048395033167518656,1947,0.03894,-3.0283580910312082,-3.2457332790380833,knn
7,1016,0.001557301014923627,15,0.0003,-6.464801074743148,-8.111728083308073,knn
7,1016,0.001783270397290103,19,0.00038,-6.329306298604276,-7.875339305243843,knn
7,1016,0.0023229272701791415,26,0.00052,-6.064927134259476,-7.5616817463888015,knn
7,1016,0.003556583449510967,35,0.0007,-5.638954900123628,-7.264430222920869,knn
7,1016,0.005588459445201029,47,0.00094,-5.187051620995747,-6.969630682700225,knn
7,1016,0.008461363313208075,62,0.00124,-4.772244970213628,-6.6926438993651916,knn
7,1016,0.011917011465811329,83,0.00166,-4.429788364734858,-6.400937676613685,knn
7,1016,0.015162846616506296,111,0.00222,-4.188907144857425,-6.110248083097949,knn
7,1016,0.016809383529297013,148,0.00296,-4.085818005089699,-5.822566010646168,knn
7,1016,0.020131308898963893,197,0.00394,-3.9054790191410715,-5.536574555672295,knn
7,1016,0.02332587890925179,262,0.00524,-3.758191851961779,-5.251433780649187,knn
7,1016,0.02497408358471324,349,0.00698,-3.689916648425511,-4.964706362207856,knn
7,1016,0.02724524352831539,465,0.0093,-3.6028763225280254,-4.677740878822926,knn
7,1016,0.032498302235723406,619,0.01238,-3.4265674299117626,-4.391673011725687,knn
7,1016,0.04020234302053498,824,0.01648,-3.2138300009627034,-4.105607754500811,knn
7,1016,0.052178862057600556,1098,0.02196,-2.9530778075297404,-3.8185326623408073,knn
7,1016,0.06932237056388686,1462,0.02924,-2.6689876173177347,-3.5322176441005593,knn
7,1016,0.0947825828857215,1947,0.03894,-2.356169611434797,-3.2457332790380833,knn
8,1091,0.002698502571095666,15,0.0003,-5.91505826311905,-8.111728083308073,knn
8,1091,0.00312188685773967,19,0.00038,-5.7693176978595995,-7.875339305243843,knn
8,1091,0.0035182061547467383,26,0.00052,-5.649804034398822,-7.5616817463888015,knn
8,1091,0.004073405203453123,35,0.0007,-5.503275970006857,-7.264430222920869,knn
8,1091,0.005095133606337436,47,0.00094,-5.279469389621348,-6.969630682700225,knn
8,1091,0.007763365603470759,62,0.00124,-4.858339327025313,-6.6926438993651916,knn
8,1091,0.010233489427492356,83,0.00166,-4.582089659672547,-6.400937676613685,knn
8,1091,0.011468308514864417,111,0.00222,-4.4681678290849565,-6.110248083097949,knn
8,1091,0.012751820292729941,148,0.00296,-4.362081249510841,-5.822566010646168,knn
8,1091,0.016828247586019997,197,0.00394,-4.084696400620235,-5.536574555672295,knn
8,1091,0.018117178689384335,262,0.00524,-4.0108946919588915,-5.251433780649187,knn
8,1091,0.021036128530679977,349,0.00698,-3.8615139132394796,-4.964706362207856,knn
8,1091,0.025213803440924887,465,0.0093,-3.6803636788358367,-4.677740878822926,knn
8,1091,0.03157730685697193,619,0.01238,-3.455316553811077,-4.391673011725687,knn
8,1091,0.035953871609895854,824,0.01648,-3.3255185063189567,-4.105607754500811,knn
8,1091,0.040333282305931875,1098,0.02196,-3.210578287196491,-3.8185326623408073,knn
8,1091,0.04869179841124726,1462,0.02924,-3.0222446735228927,-3.5322176441005593,knn
8,1091,0.060269395174870684,1947,0.03894,-2.808930846797689,-3.2457332790380833,knn
9,1134,0.0017763113906195495,15,0.0003,-6.333216317225062,-8.111728083308073,knn
9,1134,0.001925158550016643,19,0.00038,-6.252746950989079,-7.875339305243843,knn
9,1134,0.002205780717589656,26,0.00052,-6.116673765816149,-7.5616817463888015,knn
9,1134,0.002904978685707677,35,0.0007,-5.84132922581097,-7.264430222920869,knn
9,1134,0.004095994765653592,47,0.00094,-5.4977456691623505,-6.969630682700225,knn
9,1134,0.005499158255181016,62,0.00124,-5.203160242968761,-6.6926438993651916,knn
9,1134,0.007095986640074599,83,0.00166,-4.9482259167169635,-6.400937676613685,knn
9,1134,0.010146960925823264,111,0.00222,-4.590581034503361,-6.110248083097949,knn
9,1134,0.013891741254131115,148,0.00296,-4.276460769804208,-5.822566010646168,knn
9,1134,0.017370440360425413,197,0.00394,-4.0529853472700825,-5.536574555672295,knn
9,1134,0.022380127497367414,262,0.00524,-3.7995818791812783,-5.251433780649187,knn
9,1134,0.029401892520322482,349,0.00698,-3.5266962352697133,-4.964706362207856,knn
9,1134,0.031223340063158557,465,0.0093,-3.4665893848908977,-4.677740878822926,knn
9,1134,0.03550891153937192,619,0.01238,-3.337971584725262,-4.391673011725687,knn
9,1134,0.04306476812761611,824,0.01648,-3.145050060997545,-4.105607754500811,knn
9,1134,0.05363078854594056,1098,0.02196,-2.9256319626469445,-3.8185326623408073,knn
9,1134,0.07096302012852723,1462,0.02924,-2.6455963808869685,-3.5322176441005593,knn
9,1134,0.09642643712058864,1947,0.03894,-2.3389748709741376,-3.2457332790380833,knn
10,1210,0.002189930857200405,15,0.0003,-6.123885307706745,-8.111728083308073,knn
10,1210,0.002699261800356287,19,0.00038,-5.914776950629886,-7.875339305243843,knn
10,1210,0.003287554251085841,26,0.00052,-5.71761137938298,-7.5616817463888015,knn
10,1210,0.0039683909063193785,35,0.0007,-5.5293945797143405,-7.264430222920869,knn
10,1210,0.005162842948758702,47,0.00094,-5.26626789214912,-6.969630682700225,knn
10,1210,0.006361445543164346,62,0.00124,-5.057499640794745,-6.6926438993651916,knn
10,1210,0.008609009305693483,83,0.00166,-4.754946030380724,-6.400937676613685,knn
10,1210,0.012540764551162185,111,0.00222,-4.378770776643696,-6.110248083097949,knn
10,1210,0.01713228831918529,148,0.00296,-4.0667903900929385,-5.822566010646168,knn
10,1210,0.022752546331940984,197,0.00394,-3.783078213169776,-5.536574555672295,knn
10,1210,0.027378298630916904,262,0.00524,-3.5980046001717274,-5.251433780649187,knn
10,1210,0.030751201413626156,349,0.00698,-3.4818262151310106,-4.964706362207856,knn
10,1210,0.03679887578874398,465,0.0093,-3.302287983492802,-4.677740878822926,knn
10,1210,0.046691902753789136,619,0.01238,-3.0641845179106473,-4.391673011725687,knn
10,1210,0.05483730490954173,824,0.01648,-2.9033845701064958,-4.105607754500811,knn
10,1210,0.06836323814268504,1098,0.02196,-2.6829200528881447,-3.8185326623408073,knn
10,1210,0.09077155778802937,1462,0.02924,-2.3994092826647955,-3.5322176441005593,knn
10,1210,0.11809047875793618,1947,0.03894,-2.136304179198689,-3.2457332790380833,knn
11,1526,0.001434526673631812,15,0.0003,-6.546920328340118,-8.111728083308073,knn
11,1526,0.001872285822003182,19,0.00038,-6.280595229887545,-7.875339305243843,knn
11,1526,0.002419403666123133,26,0.00052,-6.024234188137065,-7.5616817463888015,knn
11,1526,0.002925768102450582,35,0.0007,-5.834198233643029,-7.264430222920869,knn
11,1526,0.00404622070621611,47,0.00094,-5.5099719924865465,-6.969630682700225,knn
11,1526,0.005957785840544231,62,0.00124,-5.123056370193703,-6.6926438993651916,knn
11,1526,0.007592253061703401,83,0.00166,-4.8806268855504475,-6.400937676613685,knn
11,1526,0.009934625030920583,111,0.00222,-4.611729145923065,-6.110248083097949,knn
11,1526,0.01106868729463984,148,0.00296,-4.503635121529711,-5.822566010646168,knn
11,1526,0.012961227623100797,197,0.00394,-4.345792868539353,-5.536574555672295,knn
11,1526,0.015066870229009533,262,0.00524,-4.195256970128362,-5.251433780649187,knn
11,1526,0.018125415165242898,349,0.00698,-4.010440172835156,-4.964706362207856,knn
11,1526,0.021978716316606594,465,0.0093,-3.817680734050334,-4.677740878822926,knn
11,1526,0.027000865656749317,619,0.01238,-3.6118863521306768,-4.391673011725687,knn
11,1526,0.03696465797359491,824,0.01648,-3.2977930127253376,-4.105607754500811,knn
11,1526,0.051994844870947764,1098,0.02196,-2.956610702412275,-3.8185326623408073,knn
11,1526,0.07230651159182828,1462,0.02924,-2.6268410903621278,-3.5322176441005593,knn
11,1526,0.09625417986689748,1947,0.03894,-2.340762879568631,-3.2457332790380833,knn
12,1529,0.0018316601957441764,15,0.0003,-6.302532512606629,-8.111728083308073,knn
12,1529,0.0020906133618428563,19,0.00038,-6.170297781494694,-7.875339305243843,knn
12,1529,0.002564234421705669,26,0.00052,-5.966095315980674,-7.5616817463888015,knn
12,1529,0.003441597760958153,35,0.0007,-5.6718194500326815,-7.264430222920869,knn
12,1529,0.00445851007809563,47,0.00094,-5.412940631968965,-6.969630682700225,knn
12,1529,0.005634308861823256,62,0.00124,-5.178880789975684,-6.6926438993651916,knn
12,1529,0.007575807801839607,83,0.00166,-4.88279529276552,-6.400937676613685,knn
12,1529,0.00954940184294884,111,0.00222,-4.651276760697299,-6.110248083097949,knn
12,1529,0.011527487291378907,148,0.00296,-4.463020896345188,-5.822566010646168,knn
12,1529,0.012711015885832842,197,0.00394,-4.365286268899885,-5.536574555672295,knn
12,1529,0.014401052037008663,262,0.00524,-4.240454016943195,-5.251433780649187,knn
12,1529,0.01751364178109151,349,0.00698,-4.044775171380558,-4.964706362207856,knn
12,1529,0.020141896695624623,465,0.0093,-3.9049532205735953,-4.677740878822926,knn
12,1529,0.024000585278430176,619,0.01238,-3.7296770623302824,-4.391673011725687,knn
12,1529,0.028907300040374923,824,0.01648,-3.543661119208123,-4.105607754500811,knn
12,1529,0.03231426714827277,1098,0.02196,-3.4322464389006466,-3.8185326623408073,knn
12,1529,0.03677514086666446,1462,0.02924,-3.302933182001239,-3.5322176441005593,knn
12,1529,0.04263646603463102,1947,0.03894,-3.1550453816719926,-3.2457332790380833,knn
13,1606,0.0020672022799475107,15,0.0003,-6.181559141460815,-8.111728083308073,knn
13,1606,0.00274024331046917,19,0.00038,-5.899708563083292,-7.875339305243843,knn
13,1606,0.004574919732897017,26,0.00052,-5.387166125130526,-7.5616817463888015,knn
13,1606,0.005747092604401852,35,0.0007,-5.159061186065935,-7.264430222920869,knn
13,1606,0.006242136491982895,47,0.00094,-5.076432768665975,-6.969630682700225,knn
13,1606,0.007505398888361513,62,0.00124,-4.892132665627359,-6.6926438993651916,knn
13,1606,0.009356499083064676,83,0.00166,-4.6716840880462565,-6.400937676613685,knn
13,1606,0.01141463007967537,111,0.00222,-4.472859406036617,-6.110248083097949,knn
13,1606,0.013746955997020539,148,0.00296,-4.286937861413047,-5.822566010646168,knn
13,1606,0.015241771195834222,197,0.00394,-4.183715515277585,-5.536574555672295,knn
13,1606,0.017663796579294483,262,0.00524,-4.036238125071603,-5.251433780649187,knn
13,1606,0.02077716453604474,349,0.00698,-3.8739007542073325,-4.964706362207856,knn
13,1606,0.025803113040417856,465,0.0093,-3.6572601338521435,-4.677740878822926,knn
13,1606,0.032691128244577074,619,0.01238,-3.420651545394757,-4.391673011725687,knn
13,1606,0.04186243059551958,824,0.01648,-3.1733664987785164,-4.105607754500811,knn
13,1606,0.04860789655916847,1098,0.02196,-3.023969280632912,-3.8185326623408073,knn
13,1606,0.058489068943684636,1462,0.02924,-2.8389153978675314,-3.5322176441005593,knn
13,1606,0.07415255858323838,1947,0.03894,-2.6016307054879224,-3.2457332790380833,knn
14,1643,0.0014011648463501363,15,0.0003,-6.5704513552013495,-8.111728083308073,knn
14,1643,0.0016910995034766895,19,0.00038,-6.382376367818347,-7.875339305243843,knn
14,1643,0.002585383955296496,26,0.00052,-5.957881250021942,-7.5616817463888015,knn
14,1643,0.0038918597252136453,35,0.0007,-5.548868157133788,-7.264430222920869,knn
14,1643,0.005814924593534346,47,0.00094,-5.147327460673518,-6.969630682700225,knn
14,1643,0.0074000742620179884,62,0.00124,-4.9062652434145315,-6.6926438993651916,knn
14,1643,0.011161059891629603,83,0.00166,-4.495324354170318,-6.400937676613685,knn
14,1643,0.015049214121908612,111,0.00222,-4.196429506964031,-6.110248083097949,knn
14,1643,0.01948046627282595,148,0.00296,-3.9383430450775174,-5.822566010646168,knn
14,1643,0.02513243036274046,197,0.00394,-3.6835962204936523,-5.536574555672295,knn
14,1643,0.033476815180354176,262,0.00524,-3.396902163920452,-5.251433780649187,knn
14,1643,0.0435066949573058,349,0.00698,-3.134840445665475,-4.964706362207856,knn
14,1643,0.056111450228731104,465,0.0093,-2.880415383380903,-4.677740878822926,knn
14,1643,0.06771061017211218,619,0.01238,-2.692512387974276,-4.391673011725687,knn
14,1643,0.08340580016003676,824,0.01648,-2.4840374257522524,-4.105607754500811,knn
14,1643,0.10389319774559296,1098,0.02196,-2.264391852263731,-3.8185326623408073,knn
14,1643,0.13706383788203738,1462,0.02924,-1.9873084917424135,-3.5322176441005593,knn
14,1643,0.17602407717585808,1947,0.03894,-1.7371344911649869,-3.2457332790380833,knn
15,1813,0.0019277710005437866,15,0.0003,-6.251390865499732,-8.111728083308073,knn
15,1813,0.0023580319046761404,19,0.00038,-6.049927946561486,-7.875339305243843,knn
15,1813,0.0029994989918458404,26,0.00052,-5.8093100069785875,-7.5616817463888015,knn
15,1813,0.004428009824387326,35,0.0007,-5.419805045441883,-7.264430222920869,knn
15,1813,0.005946367352610644,47,0.00094,-5.124974774846305,-6.969630682700225,knn
15,1813,0.007840504136525284,62,0.00124,-4.848452143558953,-6.6926438993651916,knn
15,1813,0.009718977569078278,83,0.00166,-4.6336748544089055,-6.400937676613685,knn
15,1813,0.012703842263028354,111,0.00222,-4.365850790877775,-6.110248083097949,knn
15,1813,0.01752668762588811,148,0.00296,-4.044030552501674,-5.822566010646168,knn
15,1813,0.022625383802750823,197,0.00394,-3.7886828258825336,-5.536574555672295,knn
15,1813,0.02768082748338579,262,0.00524,-3.5870152540485143,-5.251433780649187,knn
15,1813,0.029163508876865148,349,0.00698,-3.5348370472268904,-4.964706362207856,knn
15,1813,0.0321488565177555,465,0.0093,-3.4373783960303954,-4.677740878822926,knn
15,1813,0.03705580382798397,619,0.01238,-3.2953302909795585,-4.391673011725687,knn
15,1813,0.04503881774433942,824,0.01648,-3.1002305445107683,-4.105607754500811,knn
15,1813,0.055907174249121394,1098,0.02196,-2.8840625662846535,-3.8185326623408073,knn
15,1813,0.07145975048575205,1462,0.02924,-2.638620918056109,-3.5322176441005593,knn
15,1813,0.09055775334503045,1947,0.03894,-2.401767473304186,-3.2457332790380833,knn
16,2190,0.00031122314924984687,15,0.0003,-8.07500038137698,-8.111728083308073,knn
16,2190,0.00039337455979202317,19,0.00038,-7.840748321634607,-7.875339305243843,knn
16,2190,0.000507366826930909,26,0.00052,-7.586276291472213,-7.5616817463888015,knn
16,2190,0.0006633610734116891,35,0.0007,-7.318191110574643,-7.264430222920869,knn
16,2190,0.0008896937264501701,47,0.00094,-7.024633282047652,-6.969630682700225,knn
16,2190,0.0011862767769646569,62,0.00124,-6.7369356355112044,-6.6926438993651916,knn
16,2190,0.0014492118039784055,83,0.00166,-6.536735453807875,-6.400937676613685,knn
16,2190,0.0017924596432042968,111,0.00222,-6.324166499995386,-6.110248083097949,knn
16,2190,0.002203682114843817,148,0.00296,-6.117625629108364,-5.822566010646168,knn
16,2190,0.0028510657986575154,197,0.00394,-5.860062390167618,-5.536574555672295,knn
16,2190,0.003936181511386088,262,0.00524,-5.537544185157741,-5.251433780649187,knn
16,2190,0.007432332263216182,349,0.00698,-4.901915571363342,-4.964706362207856,knn
16,2190,0.011647931679366763,465,0.0093,-4.452626652983988,-4.677740878822926,knn
16,2190,0.014581303098941886,619,0.01238,-4.228015180610637,-4.391673011725687,knn
16,2190,0.022346517238205733,824,0.01648,-3.801084798333245,-4.105607754500811,knn
16,2190,0.02778740623962426,1098,0.02196,-3.583172373890074,-3.8185326623408073,knn
16,2190,0.038516264096548396,1462,0.02924,-3.256674682826579,-3.5322176441005593,knn
16,2190,0.053938161307922346,1947,0.03894,-2.919917049580097,-3.2457332790380833,knn
17,2266,0.0016629054182064737,15,0.0003,-6.3991889545881,-8.111728083308073,knn
17,2266,0.002314160941733144,19,0.00038,-6.068708101318453,-7.875339305243843,knn
17,2266,0.0031403926431654767,26,0.00052,-5.763407441285422,-7.5616817463888015,knn
17,2266,0.004668112284970307,35,0.0007,-5.367000510654686,-7.264430222920869,knn
17,2266,0.006122323296813531,47,0.00094,-5.0958136308343915,-6.969630682700225,knn
17,2266,0.008304389652100995,62,0.00124,-4.790971030236907,-6.6926438993651916,knn
17,2266,0.010838012795452963,83,0.00166,-4.524695621228747,-6.400937676613685,knn
17,2266,0.015037065672446047,111,0.00222,-4.197237081061317,-6.110248083097949,knn
17,2266,0.021559347392705663,148,0.00296,-3.836945802754492,-5.822566010646168,knn
17,2266,0.028924156373349105,197,0.00394,-3.5430781723312212,-5.536574555672295,knn
17,2266,0.03905545388619215,262,0.00524,-3.2427727482695192,-5.251433780649187,knn
17,2266,0.05122028536263979,349,0.00698,-2.971619626913513,-4.964706362207856,knn
17,2266,0.06895808281263843,465,0.0093,-2.674256454454025,-4.677740878822926,knn
17,2266,0.08488399166836795,619,0.01238,-2.466469758586489,-4.391673011725687,knn
17,2266,0.09694980103621147,824,0.01648,-2.3335619495265107,-4.105607754500811,knn
17,2266,0.11446589610682724,1098,0.02196,-2.1674783509495366,-3.8185326623408073,knn
17,2266,0.1410168003565441,1462,0.02924,-1.958876244237089,-3.5322176441005593,knn
17,2266,0.17472882245610352,1947,0.03894,-1.7445200928738178,-3.2457332790380833,knn
18,2298,0.002107495197437926,15,0.0003,-6.162255146886625,-8.111728083308073,knn
18,2298,0.0028317915858824807,19,0.00038,-5.86684569841435,-7.875339305243843,knn
18,2298,0.0036593281529362282,26,0.00052,-5.61047571319046,-7.5616817463888015,knn
