N,sigma,successful_centres,mean,median,std,q25,q75,iqr,trimmed_min,trimmed_max,requested_centres
100000,0.0001,500,1.24504857679118,1.2299697052941534,0.2443680770679305,1.0818800724657693,1.400659191670818,0.31877911920504864,0.6106906183718053,1.8759186272177033,500
